age,gender,qualification,employability_status,years_of_experience,location,field_of_study,skills,training_courses_completed,employment_rate,unemployment_rate
23,Female,Degree,Unemployable,8,Rural,Psychology,"Human Resources, Machine Learning, Cloud Computing",4,48.53333333333333,51.46666666666667
35,Female,Degree,Unemployable,13,Rural,Social Work,"Cybersecurity, Data Analysis, Public Speaking",8,48.53333333333333,51.46666666666667
45,Female,Degree,Unemployable,15,Urban,Social Work,"Mobile App Development, Machine Learning, IoT Development",10,48.53333333333333,51.46666666666667
41,Female,Degree,Unemployable,4,Urban,Agriculture,"Public Speaking, Digital Marketing, Blockchain",9,48.53333333333333,51.46666666666667
34,Female,Degree,Unemployable,14,Urban,Social Work,"Financial Analysis, SEO, Time Management",6,48.53333333333333,51.46666666666667
38,Female,Degree,Unemployable,5,Urban,Humanities,"Digital Marketing, Content Writing, Cloud Computing",2,48.53333333333333,51.46666666666667
24,Female,Degree,Unemployable,11,Urban,Education,"Cloud Computing, Machine Learning, Blockchain",10,48.53333333333333,51.46666666666667
34,Male,No Qualification,Employable,8,Rural,Marketing,"Data Analysis, SEO, Blockchain",7,48.53333333333333,51.46666666666667
18,Male,No Qualification,Employable,15,Rural,Humanities,"Content Writing, Mobile App Development, Public Speaking",2,48.53333333333333,51.46666666666667
31,Male,No Qualification,Employable,11,Rural,Marketing,"Machine Learning, Cybersecurity, Time Management",9,48.53333333333333,51.46666666666667
18,Male,No Qualification,Employable,6,Rural,Education,"Public Speaking, Mobile App Development, Digital Marketing",6,48.53333333333333,51.46666666666667
21,Male,No Qualification,Employable,0,Rural,Humanities,"Cloud Computing, Machine Learning, Blockchain",0,48.53333333333333,51.46666666666667
37,Non-binary,Postgraduate,Employable,13,Rural,Architecture,"Financial Analysis, Public Speaking, Blockchain",6,48.53333333333333,51.46666666666667
21,Non-binary,Postgraduate,Employable,6,Rural,Finance,"Content Writing, SEO, Financial Analysis",0,48.53333333333333,51.46666666666667
40,Non-binary,Postgraduate,Employable,6,Rural,Agriculture,"Machine Learning, Cybersecurity, SEO",8,48.53333333333333,51.46666666666667
31,Non-binary,Postgraduate,Employable,1,Rural,Humanities,"Cloud Computing, Time Management, Cybersecurity",3,48.53333333333333,51.46666666666667
25,Non-binary,Postgraduate,Employable,14,Rural,Law,"IoT Development, Data Analysis, Mobile App Development",2,48.53333333333333,51.46666666666667
32,Male,No Qualification,Unemployable,15,Urban,Social Work,"Cybersecurity, Content Writing, Human Resources",1,48.53333333333333,51.46666666666667
22,Male,No Qualification,Unemployable,2,Urban,Social Work,"Content Writing, Financial Analysis, Mobile App Development",2,48.53333333333333,51.46666666666667
20,Male,No Qualification,Unemployable,3,Urban,Psychology,"Data Analysis, Mobile App Development, Content Writing",8,48.53333333333333,51.46666666666667
30,Male,No Qualification,Unemployable,9,Urban,Computer Science,"Financial Analysis, Digital Marketing, Time Management",8,48.53333333333333,51.46666666666667
24,Male,No Qualification,Unemployable,7,Urban,Marketing,"Mobile App Development, Public Speaking, Blockchain",9,48.53333333333333,51.46666666666667
30,Non-binary,Matric,Employable,7,Rural,Humanities,"Public Speaking, SEO, Data Analysis",2,48.53333333333333,51.46666666666667
31,Non-binary,Matric,Employable,6,Rural,Education,"Cybersecurity, Time Management, Financial Analysis",2,48.53333333333333,51.46666666666667
22,Non-binary,Matric,Employable,8,Rural,Law,"Public Speaking, Machine Learning, Data Analysis",9,48.53333333333333,51.46666666666667
39,Non-binary,Matric,Unemployable,11,Rural,Marketing,"IoT Development, Cybersecurity, Public Speaking",7,48.53333333333333,51.46666666666667
42,Non-binary,Matric,Employable,3,Rural,Law,"Graphic Design, Cybersecurity, Mobile App Development",6,48.53333333333333,51.46666666666667
21,Female,Postgraduate,Employable,14,Rural,Law,"Digital Marketing, IoT Development, SEO",10,48.53333333333333,51.46666666666667
25,Female,Postgraduate,Employable,2,Rural,Marketing,"Digital Marketing, SEO, Cybersecurity",9,48.53333333333333,51.46666666666667
25,Female,Postgraduate,Employable,3,Rural,Psychology,"Cloud Computing, Content Writing, Time Management",6,48.53333333333333,51.46666666666667
32,Female,Postgraduate,Employable,13,Rural,Law,"Time Management, Cybersecurity, Public Speaking",9,48.53333333333333,51.46666666666667
36,Female,Postgraduate,Employable,2,Rural,Computer Science,"Blockchain, Time Management, Financial Analysis",4,48.53333333333333,51.46666666666667
40,Non-binary,Matric,Unemployable,9,Rural,Humanities,"Data Analysis, Financial Analysis, Mobile App Development",10,48.53333333333333,51.46666666666667
21,Non-binary,Matric,Unemployable,6,Rural,Agriculture,"Graphic Design, Data Analysis, SEO",1,48.53333333333333,51.46666666666667
22,Non-binary,Matric,Unemployable,6,Rural,Humanities,"IoT Development, Cloud Computing, Financial Analysis",10,48.53333333333333,51.46666666666667
39,Non-binary,Matric,Unemployable,1,Rural,Environmental Science,"Cloud Computing, Machine Learning, Blockchain",6,48.53333333333333,51.46666666666667
38,Non-binary,Matric,Unemployable,11,Rural,Marketing,"Cloud Computing, Digital Marketing, Mobile App Development",5,48.53333333333333,51.46666666666667
24,Female,No Qualification,Unemployable,14,Rural,Environmental Science,"Public Speaking, Cloud Computing, Cybersecurity",2,48.53333333333333,51.46666666666667
41,Female,No Qualification,Unemployable,4,Rural,Finance,"Financial Analysis, Machine Learning, Public Speaking",7,48.53333333333333,51.46666666666667
31,Female,No Qualification,Unemployable,15,Rural,Psychology,"IoT Development, Financial Analysis, SEO",6,48.53333333333333,51.46666666666667
26,Female,No Qualification,Unemployable,11,Rural,Psychology,"Human Resources, Cloud Computing, Data Analysis",4,48.53333333333333,51.46666666666667
31,Female,No Qualification,Unemployable,3,Rural,Architecture,"Cybersecurity, Digital Marketing, Time Management",4,48.53333333333333,51.46666666666667
45,Male,Diploma,Unemployable,14,Urban,Environmental Science,"Cybersecurity, Content Writing, IoT Development",3,48.53333333333333,51.46666666666667
31,Male,Diploma,Unemployable,11,Urban,Marketing,"IoT Development, Blockchain, Machine Learning",9,48.53333333333333,51.46666666666667
22,Male,Diploma,Unemployable,12,Urban,Agriculture,"Blockchain, Digital Marketing, Graphic Design",3,48.53333333333333,51.46666666666667
37,Male,Diploma,Unemployable,1,Urban,Law,"Digital Marketing, Machine Learning, Financial Analysis",2,48.53333333333333,51.46666666666667
24,Male,Diploma,Unemployable,9,Urban,Social Work,"SEO, Public Speaking, IoT Development",6,48.53333333333333,51.46666666666667
25,Male,Diploma,Employable,11,Rural,Law,"Human Resources, SEO, Mobile App Development",6,48.53333333333333,51.46666666666667
27,Male,Diploma,Employable,2,Rural,Finance,"Digital Marketing, Data Analysis, Time Management",2,48.53333333333333,51.46666666666667
42,Male,Diploma,Employable,2,Rural,Environmental Science,"SEO, Cloud Computing, Cybersecurity",9,48.53333333333333,51.46666666666667
27,Male,Diploma,Employable,10,Rural,Agriculture,"SEO, Digital Marketing, Data Analysis",10,48.53333333333333,51.46666666666667
18,Male,Diploma,Employable,12,Rural,Marketing,"Mobile App Development, Cloud Computing, Graphic Design",5,48.53333333333333,51.46666666666667
45,Non-binary,Postgraduate,Unemployable,15,Urban,Law,"Content Writing, SEO, Public Speaking",1,48.53333333333333,51.46666666666667
27,Non-binary,Postgraduate,Unemployable,10,Urban,Law,"Blockchain, IoT Development, Graphic Design",7,48.53333333333333,51.46666666666667
37,Non-binary,Postgraduate,Unemployable,15,Urban,Architecture,"Financial Analysis, Graphic Design, Content Writing",4,48.53333333333333,51.46666666666667
44,Non-binary,Postgraduate,Unemployable,7,Urban,Humanities,"Public Speaking, Financial Analysis, Cybersecurity",3,48.53333333333333,51.46666666666667
43,Non-binary,Postgraduate,Unemployable,4,Urban,Psychology,"Cloud Computing, Digital Marketing, Graphic Design",2,48.53333333333333,51.46666666666667
29,Female,Diploma,Unemployable,1,Rural,Humanities,"Data Analysis, Human Resources, Mobile App Development",6,48.53333333333333,51.46666666666667
26,Female,Diploma,Unemployable,6,Rural,Law,"Public Speaking, Blockchain, Graphic Design",1,48.53333333333333,51.46666666666667
39,Female,Diploma,Unemployable,13,Rural,Agriculture,"Time Management, Digital Marketing, Data Analysis",3,48.53333333333333,51.46666666666667
34,Female,Diploma,Unemployable,13,Rural,Marketing,"Time Management, Digital Marketing, Public Speaking",9,48.53333333333333,51.46666666666667
25,Female,Diploma,Unemployable,11,Rural,Humanities,"Cybersecurity, Blockchain, Content Writing",8,48.53333333333333,51.46666666666667
42,Female,Matric,Employable,0,Urban,Computer Science,"Data Analysis, IoT Development, Machine Learning",0,48.53333333333333,51.46666666666667
41,Female,Matric,Employable,3,Urban,Humanities,"Blockchain, Machine Learning, Cybersecurity",2,48.53333333333333,51.46666666666667
23,Female,Matric,Employable,12,Urban,Architecture,"Public Speaking, Mobile App Development, Human Resources",5,48.53333333333333,51.46666666666667
28,Female,Matric,Employable,14,Urban,Education,"Machine Learning, Human Resources, Digital Marketing",6,48.53333333333333,51.46666666666667
30,Female,Matric,Employable,5,Urban,Humanities,"Content Writing, Time Management, Cybersecurity",0,48.53333333333333,51.46666666666667
19,Male,Degree,Employable,14,Urban,Agriculture,"Time Management, Machine Learning, SEO",5,48.53333333333333,51.46666666666667
25,Male,Degree,Employable,4,Urban,Humanities,"Financial Analysis, Graphic Design, Content Writing",3,48.53333333333333,51.46666666666667
39,Male,Degree,Unemployable,2,Urban,Psychology,"Blockchain, Content Writing, Financial Analysis",9,48.53333333333333,51.46666666666667
37,Male,Degree,Unemployable,0,Urban,Computer Science,"Data Analysis, Public Speaking, Graphic Design",7,48.53333333333333,51.46666666666667
28,Male,Degree,Employable,15,Urban,Marketing,"Digital Marketing, Time Management, Data Analysis",7,48.53333333333333,51.46666666666667
37,Female,Diploma,Employable,2,Rural,Architecture,"Mobile App Development, Machine Learning, Data Analysis",7,48.53333333333333,51.46666666666667
40,Female,Diploma,Employable,11,Rural,Agriculture,"Public Speaking, Human Resources, Content Writing",8,48.53333333333333,51.46666666666667
21,Female,Diploma,Employable,2,Rural,Law,"Blockchain, Machine Learning, Time Management",2,48.53333333333333,51.46666666666667
26,Female,Diploma,Employable,10,Rural,Agriculture,"Public Speaking, Data Analysis, SEO",5,48.53333333333333,51.46666666666667
26,Female,Diploma,Employable,1,Rural,Computer Science,"Graphic Design, Content Writing, Digital Marketing",6,48.53333333333333,51.46666666666667
44,Male,No Qualification,Employable,9,Urban,Finance,"Financial Analysis, Mobile App Development, Cloud Computing",9,48.53333333333333,51.46666666666667
23,Male,No Qualification,Employable,7,Urban,Finance,"Cloud Computing, Cybersecurity, Financial Analysis",5,48.53333333333333,51.46666666666667
38,Male,No Qualification,Employable,8,Urban,Law,"Time Management, Graphic Design, Blockchain",9,48.53333333333333,51.46666666666667
28,Male,No Qualification,Employable,14,Urban,Marketing,"Data Analysis, Mobile App Development, IoT Development",7,48.53333333333333,51.46666666666667
45,Male,No Qualification,Employable,3,Urban,Psychology,"Financial Analysis, SEO, Data Analysis",8,48.53333333333333,51.46666666666667
41,Female,Postgraduate,Unemployable,4,Urban,Education,"Human Resources, SEO, Machine Learning",2,48.53333333333333,51.46666666666667
19,Female,Postgraduate,Unemployable,7,Urban,Education,"SEO, Financial Analysis, Digital Marketing",5,48.53333333333333,51.46666666666667
39,Female,Postgraduate,Unemployable,1,Urban,Law,"Machine Learning, Human Resources, Content Writing",3,48.53333333333333,51.46666666666667
32,Female,Postgraduate,Unemployable,15,Urban,Marketing,"Cybersecurity, Financial Analysis, Graphic Design",4,48.53333333333333,51.46666666666667
23,Female,Postgraduate,Unemployable,7,Urban,Finance,"Time Management, Blockchain, Human Resources",4,48.53333333333333,51.46666666666667
31,Female,Diploma,Employable,8,Urban,Agriculture,"Time Management, Content Writing, Data Analysis",9,48.53333333333333,51.46666666666667
42,Female,Diploma,Employable,0,Urban,Environmental Science,"Human Resources, Mobile App Development, Public Speaking",10,48.53333333333333,51.46666666666667
40,Female,Diploma,Employable,1,Urban,Marketing,"Machine Learning, Cloud Computing, Financial Analysis",5,48.53333333333333,51.46666666666667
20,Female,Diploma,Employable,15,Urban,Computer Science,"Mobile App Development, Human Resources, IoT Development",7,48.53333333333333,51.46666666666667
18,Female,Diploma,Employable,1,Urban,Psychology,"Financial Analysis, Cloud Computing, Machine Learning",4,48.53333333333333,51.46666666666667
29,Female,Diploma,Unemployable,2,Urban,Environmental Science,"Public Speaking, Blockchain, Data Analysis",8,48.53333333333333,51.46666666666667
25,Female,Diploma,Unemployable,14,Urban,Architecture,"Graphic Design, Blockchain, Financial Analysis",2,48.53333333333333,51.46666666666667
18,Female,Diploma,Unemployable,1,Urban,Law,"Public Speaking, Digital Marketing, Cybersecurity",10,48.53333333333333,51.46666666666667
32,Female,Diploma,Unemployable,4,Urban,Finance,"IoT Development, Graphic Design, Content Writing",5,48.53333333333333,51.46666666666667
23,Female,Diploma,Unemployable,7,Urban,Architecture,"Cloud Computing, Digital Marketing, Cybersecurity",8,48.53333333333333,51.46666666666667
23,Female,Diploma,Employable,10,Rural,Marketing,"Time Management, Content Writing, Digital Marketing",0,48.53333333333333,51.46666666666667
44,Female,Diploma,Employable,9,Rural,Education,"Financial Analysis, Content Writing, Human Resources",9,48.53333333333333,51.46666666666667
38,Female,Diploma,Employable,7,Rural,Marketing,"Cloud Computing, SEO, Machine Learning",8,48.53333333333333,51.46666666666667
35,Female,Diploma,Employable,14,Rural,Humanities,"Financial Analysis, Mobile App Development, Data Analysis",4,48.53333333333333,51.46666666666667
22,Female,Diploma,Unemployable,7,Rural,Psychology,"Human Resources, Machine Learning, Mobile App Development",8,48.53333333333333,51.46666666666667
44,Male,Postgraduate,Employable,11,Rural,Computer Science,"Financial Analysis, Cybersecurity, Content Writing",6,48.53333333333333,51.46666666666667
40,Male,Postgraduate,Employable,3,Rural,Law,"Digital Marketing, Content Writing, Cloud Computing",2,48.53333333333333,51.46666666666667
26,Male,Postgraduate,Unemployable,9,Rural,Humanities,"Human Resources, Financial Analysis, SEO",5,48.53333333333333,51.46666666666667
32,Male,Postgraduate,Unemployable,1,Rural,Architecture,"SEO, Data Analysis, IoT Development",5,48.53333333333333,51.46666666666667
25,Male,Postgraduate,Employable,7,Rural,Education,"Graphic Design, Content Writing, Cloud Computing",10,48.53333333333333,51.46666666666667
26,Non-binary,Postgraduate,Unemployable,9,Urban,Agriculture,"Blockchain, Digital Marketing, Financial Analysis",6,48.53333333333333,51.46666666666667
41,Non-binary,Postgraduate,Unemployable,1,Urban,Architecture,"Digital Marketing, Human Resources, SEO",8,48.53333333333333,51.46666666666667
21,Non-binary,Postgraduate,Unemployable,9,Urban,Law,"Content Writing, Graphic Design, Human Resources",8,48.53333333333333,51.46666666666667
44,Non-binary,Postgraduate,Unemployable,9,Urban,Social Work,"IoT Development, Blockchain, Graphic Design",4,48.53333333333333,51.46666666666667
39,Non-binary,Postgraduate,Unemployable,2,Urban,Humanities,"SEO, Blockchain, Human Resources",9,48.53333333333333,51.46666666666667
41,Non-binary,No Qualification,Unemployable,0,Rural,Law,"Data Analysis, Financial Analysis, Human Resources",2,48.53333333333333,51.46666666666667
26,Non-binary,No Qualification,Unemployable,13,Rural,Agriculture,"Public Speaking, Cloud Computing, Data Analysis",8,48.53333333333333,51.46666666666667
20,Non-binary,No Qualification,Unemployable,11,Rural,Education,"Time Management, Data Analysis, IoT Development",2,48.53333333333333,51.46666666666667
20,Non-binary,No Qualification,Unemployable,6,Rural,Computer Science,"Content Writing, SEO, IoT Development",6,48.53333333333333,51.46666666666667
37,Non-binary,No Qualification,Unemployable,0,Rural,Computer Science,"Cloud Computing, Blockchain, Data Analysis",0,48.53333333333333,51.46666666666667
34,Male,Degree,Employable,12,Rural,Marketing,"Blockchain, Financial Analysis, Human Resources",1,48.53333333333333,51.46666666666667
38,Male,Degree,Employable,12,Rural,Agriculture,"Content Writing, SEO, Public Speaking",8,48.53333333333333,51.46666666666667
37,Male,Degree,Employable,15,Rural,Architecture,"IoT Development, SEO, Financial Analysis",0,48.53333333333333,51.46666666666667
41,Male,Degree,Employable,12,Rural,Education,"Public Speaking, Human Resources, Cloud Computing",7,48.53333333333333,51.46666666666667
31,Male,Degree,Employable,5,Rural,Law,"Human Resources, Cybersecurity, Mobile App Development",7,48.53333333333333,51.46666666666667
18,Female,Matric,Employable,4,Urban,Education,"Digital Marketing, Data Analysis, Mobile App Development",10,48.53333333333333,51.46666666666667
30,Female,Matric,Employable,1,Urban,Agriculture,"Human Resources, Content Writing, Financial Analysis",3,48.53333333333333,51.46666666666667
38,Female,Matric,Employable,6,Urban,Computer Science,"Financial Analysis, IoT Development, Time Management",5,48.53333333333333,51.46666666666667
37,Female,Matric,Employable,4,Urban,Marketing,"Content Writing, Mobile App Development, Graphic Design",1,48.53333333333333,51.46666666666667
43,Female,Matric,Employable,8,Urban,Agriculture,"Cybersecurity, Time Management, SEO",4,48.53333333333333,51.46666666666667
32,Male,Degree,Unemployable,1,Urban,Social Work,"Cloud Computing, SEO, Financial Analysis",8,48.53333333333333,51.46666666666667
24,Male,Degree,Unemployable,8,Urban,Education,"Time Management, Cybersecurity, Blockchain",7,48.53333333333333,51.46666666666667
26,Male,Degree,Unemployable,6,Urban,Psychology,"Cybersecurity, Human Resources, Machine Learning",10,48.53333333333333,51.46666666666667
29,Male,Degree,Unemployable,15,Urban,Architecture,"Graphic Design, Content Writing, Digital Marketing",9,48.53333333333333,51.46666666666667
39,Male,Degree,Unemployable,8,Urban,Finance,"Time Management, Mobile App Development, Graphic Design",9,48.53333333333333,51.46666666666667
30,Non-binary,Postgraduate,Unemployable,3,Urban,Architecture,"Human Resources, Content Writing, Financial Analysis",4,48.53333333333333,51.46666666666667
36,Non-binary,Postgraduate,Unemployable,14,Urban,Environmental Science,"Human Resources, Mobile App Development, Data Analysis",10,48.53333333333333,51.46666666666667
20,Non-binary,Postgraduate,Unemployable,7,Urban,Agriculture,"IoT Development, Cybersecurity, Content Writing",9,48.53333333333333,51.46666666666667
41,Non-binary,Postgraduate,Unemployable,6,Urban,Computer Science,"Data Analysis, SEO, Human Resources",5,48.53333333333333,51.46666666666667
26,Non-binary,Postgraduate,Unemployable,1,Urban,Architecture,"Public Speaking, Content Writing, Mobile App Development",1,48.53333333333333,51.46666666666667
26,Non-binary,Matric,Unemployable,11,Rural,Humanities,"Graphic Design, Data Analysis, Human Resources",9,48.53333333333333,51.46666666666667
41,Non-binary,Matric,Unemployable,15,Rural,Architecture,"Content Writing, Blockchain, Machine Learning",9,48.53333333333333,51.46666666666667
33,Non-binary,Matric,Unemployable,5,Rural,Marketing,"Human Resources, Graphic Design, Data Analysis",0,48.53333333333333,51.46666666666667
45,Non-binary,Matric,Unemployable,3,Rural,Architecture,"Data Analysis, Blockchain, Financial Analysis",3,48.53333333333333,51.46666666666667
23,Non-binary,Matric,Unemployable,3,Rural,Social Work,"Data Analysis, Digital Marketing, Machine Learning",7,48.53333333333333,51.46666666666667
41,Non-binary,Postgraduate,Unemployable,0,Rural,Architecture,"Cybersecurity, IoT Development, Public Speaking",8,48.53333333333333,51.46666666666667
41,Non-binary,Postgraduate,Unemployable,13,Rural,Marketing,"Cloud Computing, Mobile App Development, Human Resources",2,48.53333333333333,51.46666666666667
38,Non-binary,Postgraduate,Unemployable,5,Rural,Humanities,"Blockchain, Cybersecurity, IoT Development",0,48.53333333333333,51.46666666666667
37,Non-binary,Postgraduate,Unemployable,9,Rural,Social Work,"IoT Development, Cloud Computing, Public Speaking",3,48.53333333333333,51.46666666666667
23,Non-binary,Postgraduate,Unemployable,15,Rural,Marketing,"Graphic Design, Machine Learning, Public Speaking",0,48.53333333333333,51.46666666666667
28,Female,Matric,Employable,15,Urban,Architecture,"Data Analysis, Blockchain, SEO",4,48.53333333333333,51.46666666666667
30,Female,Matric,Employable,9,Urban,Agriculture,"Graphic Design, Financial Analysis, Digital Marketing",8,48.53333333333333,51.46666666666667
33,Female,Matric,Employable,3,Urban,Law,"Cloud Computing, Time Management, Financial Analysis",2,48.53333333333333,51.46666666666667
20,Female,Matric,Employable,14,Urban,Agriculture,"Cybersecurity, Data Analysis, SEO",1,48.53333333333333,51.46666666666667
45,Female,Matric,Employable,1,Urban,Social Work,"Public Speaking, Digital Marketing, Data Analysis",1,48.53333333333333,51.46666666666667
19,Female,Diploma,Unemployable,11,Urban,Computer Science,"Human Resources, Cybersecurity, Content Writing",9,48.53333333333333,51.46666666666667
45,Female,Diploma,Unemployable,10,Urban,Architecture,"Mobile App Development, Data Analysis, Time Management",6,48.53333333333333,51.46666666666667
37,Female,Diploma,Unemployable,6,Urban,Environmental Science,"Time Management, Content Writing, IoT Development",4,48.53333333333333,51.46666666666667
25,Female,Diploma,Unemployable,10,Urban,Agriculture,"Human Resources, Mobile App Development, Financial Analysis",8,48.53333333333333,51.46666666666667
36,Female,Diploma,Unemployable,8,Urban,Social Work,"Cloud Computing, Digital Marketing, Financial Analysis",0,48.53333333333333,51.46666666666667
37,Non-binary,Degree,Unemployable,10,Rural,Social Work,"Public Speaking, Machine Learning, Graphic Design",7,48.53333333333333,51.46666666666667
32,Non-binary,Degree,Unemployable,8,Rural,Computer Science,"IoT Development, Financial Analysis, Content Writing",8,48.53333333333333,51.46666666666667
38,Non-binary,Degree,Unemployable,10,Rural,Marketing,"Data Analysis, Digital Marketing, Cloud Computing",0,48.53333333333333,51.46666666666667
43,Non-binary,Degree,Unemployable,2,Rural,Agriculture,"Cybersecurity, IoT Development, Public Speaking",9,48.53333333333333,51.46666666666667
25,Non-binary,Degree,Unemployable,4,Rural,Finance,"Financial Analysis, Machine Learning, Human Resources",0,48.53333333333333,51.46666666666667
20,Female,Matric,Employable,15,Rural,Architecture,"Cloud Computing, Digital Marketing, Blockchain",7,48.53333333333333,51.46666666666667
45,Female,Matric,Employable,1,Rural,Agriculture,"Time Management, Blockchain, Machine Learning",0,48.53333333333333,51.46666666666667
38,Female,Matric,Employable,15,Rural,Agriculture,"Mobile App Development, Cloud Computing, SEO",6,48.53333333333333,51.46666666666667
44,Female,Matric,Employable,15,Rural,Social Work,"Cloud Computing, Public Speaking, Content Writing",5,48.53333333333333,51.46666666666667
31,Female,Matric,Employable,8,Rural,Humanities,"Graphic Design, Time Management, IoT Development",5,48.53333333333333,51.46666666666667
26,Non-binary,No Qualification,Employable,3,Urban,Law,"Machine Learning, Cloud Computing, IoT Development",7,48.53333333333333,51.46666666666667
26,Non-binary,No Qualification,Employable,3,Urban,Psychology,"Blockchain, Digital Marketing, Cloud Computing",0,48.53333333333333,51.46666666666667
26,Non-binary,No Qualification,Employable,10,Urban,Education,"Cybersecurity, Content Writing, Mobile App Development",7,48.53333333333333,51.46666666666667
33,Non-binary,No Qualification,Employable,13,Urban,Humanities,"IoT Development, Cloud Computing, Cybersecurity",10,48.53333333333333,51.46666666666667
29,Non-binary,No Qualification,Employable,15,Urban,Psychology,"Financial Analysis, Public Speaking, Data Analysis",7,48.53333333333333,51.46666666666667
35,Non-binary,Degree,Employable,2,Urban,Architecture,"Cloud Computing, IoT Development, Machine Learning",3,48.53333333333333,51.46666666666667
39,Non-binary,Degree,Employable,7,Urban,Computer Science,"SEO, Graphic Design, Public Speaking",4,48.53333333333333,51.46666666666667
28,Non-binary,Degree,Unemployable,10,Urban,Environmental Science,"Financial Analysis, Digital Marketing, Mobile App Development",8,48.53333333333333,51.46666666666667
22,Non-binary,Degree,Unemployable,12,Urban,Architecture,"Cloud Computing, Human Resources, SEO",1,48.53333333333333,51.46666666666667
30,Non-binary,Degree,Employable,13,Urban,Architecture,"Cloud Computing, Graphic Design, Human Resources",1,48.53333333333333,51.46666666666667
35,Female,Matric,Unemployable,8,Rural,Finance,"Cloud Computing, Digital Marketing, Time Management",6,48.53333333333333,51.46666666666667
33,Female,Matric,Unemployable,6,Rural,Environmental Science,"Graphic Design, Cloud Computing, Human Resources",9,48.53333333333333,51.46666666666667
24,Female,Matric,Unemployable,5,Rural,Social Work,"Machine Learning, Mobile App Development, Digital Marketing",3,48.53333333333333,51.46666666666667
20,Female,Matric,Unemployable,1,Rural,Environmental Science,"Machine Learning, SEO, Human Resources",10,48.53333333333333,51.46666666666667
32,Female,Matric,Unemployable,15,Rural,Education,"Digital Marketing, Machine Learning, Blockchain",1,48.53333333333333,51.46666666666667
41,Non-binary,Matric,Employable,10,Urban,Architecture,"IoT Development, SEO, Graphic Design",5,48.53333333333333,51.46666666666667
36,Non-binary,Matric,Employable,12,Urban,Computer Science,"Time Management, Mobile App Development, Data Analysis",2,48.53333333333333,51.46666666666667
34,Non-binary,Matric,Employable,1,Urban,Computer Science,"Data Analysis, Human Resources, Time Management",1,48.53333333333333,51.46666666666667
21,Non-binary,Matric,Employable,0,Urban,Environmental Science,"Time Management, Human Resources, Cloud Computing",5,48.53333333333333,51.46666666666667
35,Non-binary,Matric,Employable,11,Urban,Social Work,"SEO, Public Speaking, Digital Marketing",1,48.53333333333333,51.46666666666667
41,Female,Degree,Employable,2,Urban,Finance,"Public Speaking, Data Analysis, Cybersecurity",7,48.53333333333333,51.46666666666667
38,Female,Degree,Employable,6,Urban,Psychology,"Cybersecurity, Public Speaking, IoT Development",0,48.53333333333333,51.46666666666667
19,Female,Degree,Employable,4,Urban,Humanities,"Mobile App Development, Time Management, Content Writing",2,48.53333333333333,51.46666666666667
27,Female,Degree,Employable,1,Urban,Marketing,"Human Resources, Data Analysis, Blockchain",4,48.53333333333333,51.46666666666667
28,Female,Degree,Employable,4,Urban,Computer Science,"Mobile App Development, Time Management, Blockchain",9,48.53333333333333,51.46666666666667
38,Female,Matric,Employable,1,Rural,Finance,"Human Resources, SEO, Cybersecurity",2,48.53333333333333,51.46666666666667
42,Female,Matric,Employable,5,Rural,Humanities,"Cybersecurity, Cloud Computing, Public Speaking",0,48.53333333333333,51.46666666666667
31,Female,Matric,Unemployable,10,Rural,Education,"Cloud Computing, Time Management, Data Analysis",4,48.53333333333333,51.46666666666667
33,Female,Matric,Employable,7,Rural,Environmental Science,"Human Resources, Graphic Design, Blockchain",3,48.53333333333333,51.46666666666667
20,Female,Matric,Employable,0,Rural,Architecture,"Graphic Design, Cloud Computing, Blockchain",8,48.53333333333333,51.46666666666667
40,Non-binary,No Qualification,Unemployable,14,Urban,Architecture,"SEO, Public Speaking, Data Analysis",3,48.53333333333333,51.46666666666667
45,Non-binary,No Qualification,Unemployable,12,Urban,Social Work,"Machine Learning, Financial Analysis, Public Speaking",10,48.53333333333333,51.46666666666667
27,Non-binary,No Qualification,Unemployable,2,Urban,Psychology,"Mobile App Development, Financial Analysis, Data Analysis",4,48.53333333333333,51.46666666666667
40,Non-binary,No Qualification,Unemployable,4,Urban,Environmental Science,"IoT Development, Time Management, Human Resources",3,48.53333333333333,51.46666666666667
25,Non-binary,No Qualification,Unemployable,12,Urban,Architecture,"Public Speaking, Mobile App Development, Financial Analysis",8,48.53333333333333,51.46666666666667
23,Female,Diploma,Employable,9,Urban,Finance,"Cloud Computing, Blockchain, Public Speaking",3,48.53333333333333,51.46666666666667
20,Female,Diploma,Employable,4,Urban,Finance,"Content Writing, Financial Analysis, Data Analysis",10,48.53333333333333,51.46666666666667
28,Female,Diploma,Employable,12,Urban,Computer Science,"Cloud Computing, Financial Analysis, Time Management",9,48.53333333333333,51.46666666666667
30,Female,Diploma,Employable,5,Urban,Marketing,"IoT Development, SEO, Public Speaking",8,48.53333333333333,51.46666666666667
44,Female,Diploma,Employable,0,Urban,Marketing,"Human Resources, Cybersecurity, Financial Analysis",1,48.53333333333333,51.46666666666667
43,Non-binary,Matric,Employable,5,Rural,Psychology,"Graphic Design, Time Management, Human Resources",10,48.53333333333333,51.46666666666667
43,Non-binary,Matric,Employable,13,Rural,Computer Science,"Cloud Computing, Public Speaking, Time Management",7,48.53333333333333,51.46666666666667
33,Non-binary,Matric,Employable,3,Rural,Law,"Digital Marketing, Mobile App Development, Time Management",6,48.53333333333333,51.46666666666667
